# ------------------------------------------------------------------
# Generated by forcedphotometry_trim.pl, v3.4 on 2021-03-23 at 16:29:12
#
# Requested input R.A. = 162.2187 degrees
# Requested input Dec. = 50.03668 degrees
# Requested JD start = 2458194.5 days
# Requested JD end = 2460000.0 days
# Authenticated program IDs = 1
#
# Column definitions:
# index = sequential counter
# field = ZTF Field identifier
# ccdid = CCD identifier (1..16)
# qid = Quadrant (CCD-amplifier) identifier (0..3)
# filter = Filter string: ZTF_g, ZTF_r, ZTF_i
# pid = processed image Operations DB identifier
# infobitssci = processing summary/QA bits for sci image
# sciinpseeing = Effective FWHM of sci image [pixels]
# scibckgnd = Background level in sci image [DN]
# scisigpix = Robust sigma per pixel in sci image [DN]
# zpmaginpsci = Photometric zeropoint for sci image [mag]
# zpmaginpsciunc = 1-sigma uncertainty in zpmaginpsci [mag]
# zpmaginpscirms = RMS (deviation from average) in difference between instrumental mags and PS1 calibrators [mag]
# clrcoeff = Linear color coefficient from calibration; for ZTF_g,r,i, PS1 color used is g-r, g-r, r-i respectively
# clrcoeffunc = 1-sigma uncertainty in clrcoeff
# ncalmatches = Number of PS1 calibrators used in initial calibration of sci image
# exptime = Integration time for sci image [sec]
# adpctdif1 = Full sci image astrometric RMS along R.A. with respect to Gaia1 [arcsec]
# adpctdif2 = Full sci image astrometric RMS along Dec. with respect to Gaia1 [arcsec]
# diffmaglim = Magnitude limit in difference image [mag]
# zpdiff = Photometric zeropoint for difference image [mag]
# programid = Program identifier [0=engineering; 1=public; 2=private; 3=Caltech time]
# jd = Julian Date at start of exposure [days]
# rfid = Rerence image Operations DB identifier
# forcediffimflux = Forced difference image PSF-fit flux [DN]
# forcediffimfluxunc = 1-sigma uncertainty in forcediffimflux [DN]
# forcediffimsnr = Signal-to-noise ratio for forcediffimflux measurement
# forcediffimchisq = Reduced chi-square in PSF-fit
# forcediffimfluxap = Forced difference image aperture flux using a fixed 9-pixel diameter aperture [DN]
# forcediffimfluxuncap = 1-sigma uncertainty in forcediffimfluxap [DN]
# forcediffimsnrap = Signal-to-noise ratio for forcediffimfluxap measurement
# aperturecorr = Aperture (curve-of-growth) correction factor that was applied to forcediffimfluxap measurement
# dnearestrefsrc = Distance to nearest ref image source if found within 5 arcsec [arcsec]
# nearestrefmag = Magnitude of nearest ref image source [mag]
# nearestrefmagunc = 1-sigma uncertainty in nearestrefmag [mag]
# nearestrefchi = Chi parameter for nearestrefmag measurement (ratio: RMS in PSF-fit residuals / expected RMS from priors)
# nearestrefsharp = Sharp parameter for nearestrefmag measurement (~0 => PSF like; >>0 => extended; <<0 => pixel spike or hard edge)
# refjdstart = JD of earliest sci image used for ref image [days]
# refjdend = JD of latest sci image used for ref image [days]
# procstatus = Per-epoch processing status codes (0 => no warnings); if non-zero, see accompanying log file and document link below
#
# Documentation: https://zwicky.tf/vgt
#
# ------------------------------------------------------------------
# Order of columns below:
 index, field, ccdid, qid, filter, pid, infobitssci, sciinpseeing, scibckgnd, scisigpix, zpmaginpsci, zpmaginpsciunc, zpmaginpscirms, clrcoeff, clrcoeffunc, ncalmatches, exptime, adpctdif1, adpctdif2, diffmaglim, zpdiff, programid, jd, rfid, forcediffimflux, forcediffimfluxunc, forcediffimsnr, forcediffimchisq, forcediffimfluxap, forcediffimfluxuncap, forcediffimsnrap, aperturecorr, dnearestrefsrc, nearestrefmag, nearestrefmagunc, nearestrefchi, nearestrefsharp, refjdstart, refjdend, procstatus
 9 1790 8 3 ZTF_g 452287453115 0 1.8343 569.728 13.3791 26.2855 4.46113e-05 0.0423804 -0.0251199 7.16374e-05 234 30. 0.05387 0.044106 19.8524 26.2855 2 2458206.7874537 1790120131 -55.5857380026069 50.8015996483429 -1.21714071262576 1.12604335984278 -40.130193484442 94.3487413388047 -0.428203620664841 1.04810770003486 0.0374067599202859 16.535000038147 0.0410000011324883 3.48099994659424 0.277999997138977 2458206.765891 2458601.749873 0
 10 752 13 3 ZTF_g 454266735115 1 2.0076 34.4658 31.3537 25.2177 0.000495968 0.0485522 -0.0261279 0.00145172 54 30. 0.06352 0.060829 17.6166 25.2177 1 2458208.7667361 752120151 281.946662814559 140.736602069239 2.22851057033632 0.95762631718978 632.918017628878 254.86352189157 2.50008613301504 1.08220578580432 0.0615790978765016 16.5620004653931 0.0370000004768372 2.59299993515015 0.165999993681908 2458166.776458 2458248.680428 0
 11 753 16 2 ZTF_g 454269086215 1 2.49 22.3403 29.931 24.9662 0.0015519 0.0485947 -0.119848 0.00399294 28 30. 0.081542 0.085576 17.2665 24.9662 1 2458208.7690856 753120162 217.122471003879 168.855034664109 1.43036066900448 0.914678980032767 345.806582321334 264.169136252418 1.31785118613012 1.12951293651152 0.117912928902459 16.575 0.0450000017881393 2.97499990463257 0.216000005602837 2458166.820683 2458249.705556 0
 12 753 16 2 ZTF_g 454285326215 0 2.3172 44.8132 24.4306 25.6074 0.000227026 0.0458659 -0.0553857 0.000549135 74 30. 0.066357 0.063381 18.1862 25.6074 1 2458208.7853241 753120162 -233.993237678172 133.028378213393 -1.95665299147087 1.04631242286798 -471.928235456948 215.499283065898 -2.20467879296756 1.11373675806761 0.117912928902459 16.575 0.0450000017881393 2.97499990463257 0.216000005602837 2458166.820683 2458249.705556 0
 13 752 13 3 ZTF_g 454293225115 0 2.098 81.4493 20.8019 26.0928 6.87153e-05 0.040953 -0.0247035 0.000133637 157 30. 0.059438 0.056866 18.925 26.0928 1 2458208.7932292 752120151 77.0662946865946 108.958767023416 0.786786862800522 1.09409797810259 243.22189959343 185.041668954737 1.32326958821819 1.1072090339197 0.0615790978765016 16.5620004653931 0.0370000004768372 2.59299993515015 0.165999993681908 2458166.776458 2458248.680428 0
 14 753 16 2 ZTF_r 460212956215 0 1.7428 199.805 30.8801 24.9261 7.23221e-05 0.0489893 0.124812 9.1366e-05 241 30. 0.059411 0.052224 18.9332 26.275 1 2458214.7129514 753120262 130.431334620998 114.455569216304 1.26765131036311 1.20548055074182 380.035162860997 210.970212901059 1.81350113974424 1.04972261788375 0.068728815077209 16.0759996414185 0.0359999984502792 3.28999996185303 0.133000001311302 2458154.879201 2458186.823437 0
 15 753 16 2 ZTF_i 460360106215 0 2.7319 83.5124 8.63867 24.3038 4.2231e-05 0.0527763 0.176919 9.63588e-05 193 30. 0.076633 0.06529 17.8682 24.3038 2 2458214.8601042 753120362 127.231553060947 48.6701152500938 2.90795214278188 0.984072566770611 155.520367233439 75.0484500415907 2.08622304348509 1.08664408794727 0.0253833369816497 15.9080001449585 0.0489999987185001 4.29899978637695 0.284000009298325 2458173.867755 2458266.720648 0
 16 752 13 3 ZTF_i 460361045115 0 3.23 82.1946 8.71743 24.3142 3.0412e-05 0.0438785 0.162039 8.40438e-05 165 30. 0.080369 0.081476 17.741 24.3142 2 2458214.8610417 752120351 -11.4806108554881 56.5909269665022 -0.225669563948887 1.08151582774583 78.0781377084838 78.9936224611186 0.99506765241534 1.13336710126379 0.143602836844563 15.9740001296997 0.0419999994337559 3.21000003814697 0.177000001072884 2458173.847940 2458266.720174 0
 17 752 13 3 ZTF_r 461189605115 0 2.9245 184.324 53.4117 24.474 0.000297796 0.0771051 0.1123 0.000494519 128 30. 0.074378 0.066014 17.8174 26.275 1 2458215.6896065 752120251 486.322742652316 316.490793285435 1.70930002822394 0.963179570296074 782.773668408889 461.987808147386 1.70577162471575 1.12277328608456 0.0213210300367072 16.0800003051758 0.0359999984502792 4.02400016784668 0.123000003397465 2458154.801875 2458186.788530 0
 18 752 13 3 ZTF_r 461190525115 0 2.6029 182.058 47.5453 24.6101 0.000119513 0.0527266 0.098195 0.000181161 166 30. 0.06748 0.065221 18.0304 26.275 3 2458215.6905208 752120251 598.357945171056 256.101102409071 2.59898884360407 0.970614393719019 527.739161118026 403.642638368805 1.31624725494471 1.08574713076509 0.0213210300367072 16.0800003051758 0.0359999984502792 4.02400016784668 0.123000003397465 2458154.801875 2458186.788530 0
 19 752 13 3 ZTF_g 461211205115 0 4.1692 49.3252 5.72111 25.5435 0.000103346 0.048144 -0.0237771 0.000208326 144 30. 0.087046 0.065408 19.2385 25.5435 1 2458215.7112037 752120151 -106.76239991085 46.6075775233872 -2.54810076478484 1.01614836284011 -47.9125847855643 58.3239341650994 -0.827023750904735 1.28366790759905 0.0615790978765016 16.5620004653931 0.0370000004768372 2.59299993515015 0.165999993681908 2458166.776458 2458248.680428 0
 20 752 13 3 ZTF_g 461212115115 0 3.3176 28.9007 6.24967 24.9505 0.000347739 0.0767499 -0.023648 0.00076057 116 30. 0.076559 0.070645 18.7237 24.9505 3 2458215.7121181 752120151 -158.226125349534 44.73870189593 -3.93413823233055 0.990996679281092 -119.47270859755 61.1035331627147 -1.96841913942218 1.21934880822817 0.0615790978765016 16.5620004653931 0.0370000004768372 2.59299993515015 0.165999993681908 2458166.776458 2458248.680428 0
 21 753 16 2 ZTF_r 461234006215 0 1.9686 191.138 16.3847 25.5174 5.89199e-05 0.0457204 0.124198 7.32579e-05 262 30. 0.057126 0.052255 19.3977 26.275 3 2458215.7340046 753120262 -557.652803784423 84.7961413830535 -7.31547618606283 1.36242922062893 -618.631763026579 142.992485282284 -4.35546163362367 1.07790789047888 0.068728815077209 16.0759996414185 0.0359999984502792 3.28999996185303 0.133000001311302 2458154.879201 2458186.823437 0
 22 753 16 2 ZTF_g 461254126215 0 3.3244 36.7974 5.94164 25.4035 8.10562e-05 0.0428077 -0.050516 0.000150883 139 30. 0.078842 0.080568 19.1695 25.4035 3 2458215.7541204 753120162 -151.667946042915 48.8570456643554 -3.45319739323369 0.950891530661962 -157.586088028708 65.3875914088945 -2.42626216962477 1.24684869905825 0.117912928902459 16.575 0.0450000017881393 2.97499990463257 0.216000005602837 2458166.820683 2458249.705556 0
 23 753 16 2 ZTF_r 462232776215 0 2.89 191.648 5.71456 26.0574 2.79717e-05 0.0315939 0.118381 3.4887e-05 263 30. 0.071845 0.056658 20.2561 26.275 3 2458216.7327778 753120262 -138.378434653722 41.0643982100324 -3.74850204319882 1.31412250388912 -173.192996161514 60.7931814764549 -2.8680759374772 1.10603539553188 0.068728815077209 16.0759996414185 0.0359999984502792 3.28999996185303 0.133000001311302 2458154.879201 2458186.823437 0
 24 753 16 2 ZTF_g 462258026215 0 2.7416 75.4106 3.81256 26.1599 3.66088e-05 0.0361096 -0.0542564 4.75609e-05 255 30. 0.066012 0.061277 20.6019 26.1599 3 2458216.7580208 753120162 6.29030439175751 30.2995180395446 0.230935523119494 1.34795637009132 64.9316714361893 43.9959510076984 1.48579558986489 1.19906757140067 0.117912928902459 16.575 0.0450000017881393 2.97499990463257 0.216000005602837 2458166.820683 2458249.705556 0
 25 752 13 3 ZTF_g 462258955115 0 2.7552 88.5946 4.01886 26.1819 2.88779e-05 0.0335993 -0.0375884 3.99295e-05 267 30. 0.080706 0.064696 20.5584 26.1819 3 2458216.7589583 752120151 -21.1739549900651 33.7563894337658 -0.697751531067479 1.61243896421502 100.849632839811 48.7566628106763 2.08235869861728 1.21048292905433 0.0615790978765016 16.5620004653931 0.0370000004768372 2.59299993515015 0.165999993681908 2458166.776458 2458248.680428 0
 26 752 13 3 ZTF_r 463207595115 0 2.0984 179.186 7.52206 26.0928 1.57508e-05 0.0250359 0.101211 2.17092e-05 272 30. 0.054154 0.052802 20.2257 26.275 3 2458217.7075926 752120251 -207.535889723681 34.7879145999399 -6.63620230509814 1.41358259251307 -141.917501978244 64.4408536635386 -2.21712339916002 1.04045740239584 0.0213210300367072 16.0800003051758 0.0359999984502792 4.02400016784668 0.123000003397465 2458154.801875 2458186.788530 0
 27 752 13 3 ZTF_r 463228595115 0 2.0915 179.165 7.938 26.0432 1.4247e-05 0.0236412 0.104633 1.94545e-05 271 30. 0.055866 0.048076 20.1594 26.275 3 2458217.7285995 752120251 -34.6817062015533 37.6463882553646 -1.02478306310503 1.12144801640131 -128.7263950312 69.8433115293093 -1.85548725955832 1.04180988459064 0.0213210300367072 16.0800003051758 0.0359999984502792 4.02400016784668 0.123000003397465 2458154.801875 2458186.788530 0
 28 753 16 2 ZTF_r 463248916215 0 1.841 191.729 8.29636 25.9623 2.26056e-05 0.0283305 0.110178 2.82182e-05 263 30. 0.04992 0.049333 20.2795 26.275 1 2458217.748912 753120262 -173.458097754331 34.2435799926837 -5.63469247845815 1.41718116257489 -125.125923327033 65.4975164980783 -1.92325847383 1.03834162565517 0.068728815077209 16.0759996414185 0.0359999984502792 3.28999996185303 0.133000001311302 2458154.879201 2458186.823437 56
 29 753 16 2 ZTF_r 463249836215 0 1.9278 191.902 8.31394 25.9618 2.04803e-05 0.0268851 0.111087 2.54823e-05 264 30. 0.055952 0.050229 20.2265 26.275 3 2458217.749838 753120262 -134.072432917968 34.9107246191918 -4.27204115755575 1.79328833437058 -216.282183533944 65.5141687158351 -3.32353841545718 1.04230993380964 0.068728815077209 16.0759996414185 0.0359999984502792 3.28999996185303 0.133000001311302 2458154.879201 2458186.823437 0
 30 753 16 2 ZTF_r 463252686215 0 1.8725 191.841 8.27416 25.9658 2.25265e-05 0.0283316 0.113736 2.80349e-05 264 30. 0.051662 0.046391 20.2736 26.275 1 2458217.7526852 753120262 -100.590753520311 33.9006726564982 -3.30068855269417 1.98478067589171 173.092325866308 65.5278444159324 2.65929871786688 1.03972028522525 0.068728815077209 16.0759996414185 0.0359999984502792 3.28999996185303 0.133000001311302 2458154.879201 2458186.823437 0
 31 753 16 2 ZTF_r 463253636215 0 2.0401 191.782 9.81825 25.8545 2.33704e-05 0.0287784 0.102935 2.90873e-05 264 30. 0.056582 0.051041 19.9701 26.275 3 2458217.7536343 753120262 -85.9282125348026 44.8825783616728 -2.12967229439176 1.54737790663091 84.6531716235576 82.982955481703 1.02699783479929 1.03997846290334 0.068728815077209 16.0759996414185 0.0359999984502792 3.28999996185303 0.133000001311302 2458154.879201 2458186.823437 0
 32 753 16 2 ZTF_r 464210386215 0 2.1478 198.2 7.43048 26.039 2.2651e-05 0.0281499 0.110492 2.80316e-05 265 30. 0.056711 0.050312 20.4035 26.275 3 2458218.7103819 753120262 -133.463552487087 31.96336078822 -4.64477889050507 1.34614982603964 -93.6419804615617 57.2155765239245 -1.64767481715811 1.05093349622936 0.068728815077209 16.0759996414185 0.0359999984502792 3.28999996185303 0.133000001311302 2458154.879201 2458186.823437 0
 33 752 13 3 ZTF_r 464228475115 0 1.9328 183.429 6.93767 26.0974 1.65494e-05 0.0259644 0.103711 2.2896e-05 274 30. 0.050803 0.05048 20.6253 26.275 1 2458218.7284722 752120251 -42.0153833840371 25.1720955393206 -1.85670864890206 1.55286134786705 -116.792756360072 45.9739387802898 -2.557522052999 1.04278560465624 0.0213210300367072 16.0800003051758 0.0359999984502792 4.02400016784668 0.123000003397465 2458154.801875 2458186.788530 0
 34 752 13 3 ZTF_r 464232785115 0 2.0099 183.428 6.91739 26.0999 1.52746e-05 0.0249129 0.102365 2.10902e-05 274 30. 0.053432 0.047637 20.6276 26.275 3 2458218.7327894 752120251 -89.7002701316229 24.7249839969272 -4.03564106736984 1.30853365091457 28.04733297615 45.395268099396 0.622008296451075 1.04691789973075 0.0213210300367072 16.0800003051758 0.0359999984502792 4.02400016784668 0.123000003397465 2458154.801875 2458186.788530 0
 35 752 13 3 ZTF_r 464233745115 0 1.9719 183.418 6.98814 26.092 1.61221e-05 0.0254406 0.102651 2.22299e-05 274 30. 0.054418 0.049379 20.6047 26.275 1 2458218.73375 752120251 -55.8422158922663 25.9490852393275 -2.39384150041443 1.29217895670766 21.7476068262658 47.6929995959244 0.459062721887557 1.04559936093956 0.0213210300367072 16.0800003051758 0.0359999984502792 4.02400016784668 0.123000003397465 2458154.801875 2458186.788530 0
 36 752 13 3 ZTF_r 464265195115 0 2.017 183.477 8.26416 25.9956 1.91379e-05 0.027771 0.108688 2.63581e-05 273 30. 0.059229 0.049649 20.397 26.275 2 2458218.7651968 752120251 -18.9789811831256 29.245302687169 -0.72189091402354 1.34078092899449 31.211716155624 51.395560645601 0.611374376794249 1.06108598010217 0.0213210300367072 16.0800003051758 0.0359999984502792 4.02400016784668 0.123000003397465 2458154.801875 2458186.788530 0
 37 753 16 2 ZTF_r 464265676215 0 2.0721 198.231 8.2846 25.9651 1.91484e-05 0.0260324 0.11569 2.37401e-05 265 30. 0.054508 0.050891 20.3962 26.275 2 2458218.7656713 753120262 -118.44489784357 32.7957520840217 -4.01747852575525 1.27314927321092 24.3042614707772 57.513226758156 0.425431738911372 1.06261699224736 0.068728815077209 16.0759996414185 0.0359999984502792 3.28999996185303 0.133000001311302 2458154.879201 2458186.823437 56
 38 753 16 2 ZTF_r 464272336215 0 1.8721 198.244 8.166 25.9789 2.37054e-05 0.0290222 0.11372 2.94331e-05 266 30. 0.053353 0.052523 20.5451 26.275 3 2458218.772338 753120262 -150.418225364149 25.7468028211672 -6.49878178613938 1.57097023972453 -71.0027682553422 47.4989295454844 -1.50489656648431 1.05160434295509 0.068728815077209 16.0759996414185 0.0359999984502792 3.28999996185303 0.133000001311302 2458154.879201 2458186.823437 0
 39 752 13 3 ZTF_r 465203725115 0 2.4931 179.284 6.70441 26.1209 1.96275e-05 0.027765 0.104814 2.68944e-05 272 30. 0.060555 0.053859 20.2177 26.275 3 2458219.7037269 752120251 182.227889668966 38.897332227925 5.21134506497222 1.10325772274125 328.191704776077 62.5052840462523 5.28598661427943 1.083894329238 0.0213210300367072 16.0800003051758 0.0359999984502792 4.02400016784668 0.123000003397465 2458154.801875 2458186.788530 0
 40 752 13 3 ZTF_r 465209605115 0 2.5464 179.933 6.5497 26.1285 2.09306e-05 0.0289225 0.105882 2.87841e-05 273 30. 0.068762 0.061942 20.2318 26.275 2 2458219.7096065 752120251 196.707038597849 40.8563577864353 5.3556853402679 1.15988314305298 156.597419940125 64.223697237956 2.4547343014078 1.09022950171667 0.0213210300367072 16.0800003051758 0.0359999984502792 4.02400016784668 0.123000003397465 2458154.801875 2458186.788530 0
 41 753 16 2 ZTF_r 465228336215 0 2.169 198.177 8.85918 25.9636 2.56817e-05 0.030234 0.111438 3.20849e-05 265 30. 0.056526 0.052973 20.2345 26.275 2 2458219.7283333 753120262 -79.7939564149621 40.7135396622587 -2.18014780717228 1.34280574847508 22.9267727018155 70.1145895220682 0.329192340601058 1.06537884599641 0.068728815077209 16.0759996414185 0.0359999984502792 3.28999996185303 0.133000001311302 2458154.879201 2458186.823437 0
 42 753 16 2 ZTF_r 465248556215 0 1.935 198.244 8.80714 25.9599 2.78051e-05 0.0314769 0.120224 3.4543e-05 266 30. 0.057206 0.049709 20.327 26.275 3 2458219.7485532 753120262 -332.675499162492 35.531183966624 -10.4151598314365 2.03357541840714 -204.153113396924 60.986816518161 -3.37004139739578 1.0667621139076 0.068728815077209 16.0759996414185 0.0359999984502792 3.28999996185303 0.133000001311302 2458154.879201 2458186.823437 0
 43 753 16 2 ZTF_r 465256496215 0 1.9704 198.051 7.32031 26.0522 2.53535e-05 0.0303062 0.121026 3.17801e-05 266 30. 0.058907 0.051483 20.5198 26.275 3 2458219.7564931 753120262 -136.626304926172 29.1473923606597 -5.21422078978836 1.98526130753928 -111.49760435058 49.5140688853811 -2.26700308937904 1.06889626310508 0.068728815077209 16.0759996414185 0.0359999984502792 3.28999996185303 0.133000001311302 2458154.879201 2458186.823437 0
 44 752 13 3 ZTF_r 465256975115 0 2.1485 183.321 7.14745 26.089 2.07524e-05 0.0288952 0.111016 2.85084e-05 273 30. 0.063055 0.057701 20.5301 26.275 3 2458219.7569792 752120251 50.6468387558846 26.7630882836029 2.1050912079883 1.61293266492491 277.460043740897 45.53208611379 6.13476730236026 1.08625244499767 0.0213210300367072 16.0800003051758 0.0359999984502792 4.02400016784668 0.123000003397465 2458154.801875 2458186.788530 0
 45 752 13 3 ZTF_r 467209395115 0 4.4527 178.598 10.8809 25.7501 2.94764e-05 0.0346084 0.118546 4.07405e-05 274 30. 0.064944 0.056985 19.6532 26.275 3 2458221.7093981 752120251 -19.4176424809624 63.0545684586327 -0.342558496565189 1.29367450055792 190.180326612783 96.7675043299646 1.97856918373827 1.12014793898384 0.0213210300367072 16.0800003051758 0.0359999984502792 4.02400016784668 0.123000003397465 2458154.801875 2458186.788530 0
